"cell_id","original_table","row","physical_column","grid_column","span","vertical_merge","row_label","original_value","typeset_value","normalized_original_numbering","numeric_data_cell","metric","before_bold","after_bold","venue_year_added","pdf_numeric_check","tex_file","typeset_tex","verification_status","column_maximum","rank_check","emphasis_authorized_change","pdf_bold_check","pdf_font"
"T02R14C06","2","14","6","6","1","","KDA [6]","75.88","75.88","75.88","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{75.88}","PASS_CONTENT","86.32","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R14C07","2","14","7","7","1","","KDA [6]","42.97","42.97","42.97","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{42.97}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R14C08","2","14","8","8","1","","KDA [6]","54.84","54.84","54.84","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{54.84}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R14C09","2","14","9","9","1","","KDA [6]","52.66","52.66","52.66","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{52.66}","PASS_CONTENT","55.22","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R14C10","2","14","10","10","1","","KDA [6]","37.55","37.55","37.55","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{37.55}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R14C11","2","14","11","11","1","","KDA [6]","10.25","10.25","10.25","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{10.25}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R14C12","2","14","12","12","1","","KDA [6]","17.95","17.95","17.95","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{17.95}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R14C13","2","14","13","13","1","","KDA [6]","11.85","11.85","11.85","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{11.85}","PASS_CONTENT","23.96","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C01","2","15","1","1","1","","STFT [28]","STFT [28]","STFT [28] TIP'24","STFT [28]","False","False","False","False","TIP'24","not_numeric","source/tables/table-02-main-results.tex","STFT \cite{li2024stft} \SGTGvenue{TIP'24}","PASS_CONTENT","","","","",""
"T02R15C02","2","15","2","2","1","","STFT [28]","11.74","11.74","11.74","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{11.74}","PASS_CONTENT","48.33","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C03","2","15","3","3","1","","STFT [28]","8.83","8.83","8.83","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{8.83}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C04","2","15","4","4","1","","STFT [28]","10.08","10.08","10.08","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{10.08}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C05","2","15","5","5","1","","STFT [28]","8.79","8.79","8.79","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{8.79}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C06","2","15","6","6","1","","STFT [28]","61.42","61.42","61.42","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{61.42}","PASS_CONTENT","86.32","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C07","2","15","7","7","1","","STFT [28]","43.81","43.81","43.81","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{43.81}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C08","2","15","8","8","1","","STFT [28]","51.14","51.14","51.14","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{51.14}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C09","2","15","9","9","1","","STFT [28]","49.74","49.74","49.74","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{49.74}","PASS_CONTENT","55.22","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C10","2","15","10","10","1","","STFT [28]","25.12","25.12","25.12","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{25.12}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C11","2","15","11","11","1","","STFT [28]","9.83","9.83","9.83","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{9.83}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C12","2","15","12","12","1","","STFT [28]","14.13","14.13","14.13","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{14.13}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R15C13","2","15","13","13","1","","STFT [28]","9.46","9.46","9.46","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{9.46}","PASS_CONTENT","23.96","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C01","2","16","1","1","1","","ClipClap-GZSL [4]","ClipClap-GZSL [4]","ClipClap-GZSL [4] CVPRW'24","ClipClap-GZSL [4]","False","False","False","False","CVPRW'24","not_numeric","source/tables/table-02-main-results.tex","ClipClap-GZSL \cite{kurzendorfer2024clipclap} \SGTGvenue{CVPRW'24}","PASS_CONTENT","","","","",""
"T02R16C02","2","16","2","2","1","","ClipClap-GZSL [4]","27.59","27.59","27.59","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{27.59}","PASS_CONTENT","48.33","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C03","2","16","3","3","1","","ClipClap-GZSL [4]","11.00","11.00","11.00","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{11.00}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C04","2","16","4","4","1","","ClipClap-GZSL [4]","15.73","15.73","15.73","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{15.73}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C05","2","16","5","5","1","","ClipClap-GZSL [4]","11.28","11.28","11.28","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{11.28}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C06","2","16","6","6","1","","ClipClap-GZSL [4]","78.20","78.20","78.20","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{78.20}","PASS_CONTENT","86.32","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C07","2","16","7","7","1","","ClipClap-GZSL [4]","42.57","42.57","42.57","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{42.57}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C08","2","16","8","8","1","","ClipClap-GZSL [4]","55.13","55.13","55.13","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{55.13}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C09","2","16","9","9","1","","ClipClap-GZSL [4]","46.01","46.01","46.01","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{46.01}","PASS_CONTENT","55.22","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C10","2","16","10","10","1","","ClipClap-GZSL [4]","44.89","44.89","44.89","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{44.89}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C11","2","16","11","11","1","","ClipClap-GZSL [4]","19.42","19.42","19.42","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{19.42}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C12","2","16","12","12","1","","ClipClap-GZSL [4]","27.11","27.11","27.11","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{27.11}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R16C13","2","16","13","13","1","","ClipClap-GZSL [4]","21.76","21.76","21.76","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{21.76}","PASS_CONTENT","23.96","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C01","2","17","1","1","1","","EZ-AVGZL [7]","EZ-AVGZL [7]","EZ-AVGZL [7] ECCV'24","EZ-AVGZL [7]","False","False","False","False","ECCV'24","not_numeric","source/tables/table-02-main-results.tex","EZ-AVGZL \cite{mo2024easy} \SGTGvenue{ECCV'24}","PASS_CONTENT","","","","",""
"T02R17C02","2","17","2","2","1","","EZ-AVGZL [7]","17.26","17.26","17.26","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{17.26}","PASS_CONTENT","48.33","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C03","2","17","3","3","1","","EZ-AVGZL [7]","8.68","8.68","8.68","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{8.68}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C04","2","17","4","4","1","","EZ-AVGZL [7]","11.55","11.55","11.55","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{11.55}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C05","2","17","5","5","1","","EZ-AVGZL [7]","8.92","8.92","8.92","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{8.92}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C06","2","17","6","6","1","","EZ-AVGZL [7]","78.32","78.32","78.32","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{78.32}","PASS_CONTENT","86.32","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C07","2","17","7","7","1","","EZ-AVGZL [7]","46.35","46.35","46.35","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{46.35}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C08","2","17","8","8","1","","EZ-AVGZL [7]","58.24","58.24","58.24","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{58.24}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C09","2","17","9","9","1","","EZ-AVGZL [7]","48.27","48.27","48.27","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{48.27}","PASS_CONTENT","55.22","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C10","2","17","10","10","1","","EZ-AVGZL [7]","38.52","38.52","38.52","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{38.52}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C11","2","17","11","11","1","","EZ-AVGZL [7]","12.85","12.85","12.85","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{12.85}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C12","2","17","12","12","1","","EZ-AVGZL [7]","19.27","19.27","19.27","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{19.27}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R17C13","2","17","13","13","1","","EZ-AVGZL [7]","13.01","13.01","13.01","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{13.01}","PASS_CONTENT","23.96","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R18C01","2","18","1","1","1","","MSTR [29]","MSTR [29]","MSTR [29] Neurocomputing'25","MSTR [29]","False","False","False","False","Neurocomputing'25","not_numeric","source/tables/table-02-main-results.tex","MSTR \cite{yang2025mstr} \SGTGvenue{Neurocomputing'25}","PASS_CONTENT","","","","",""
"T02R18C02","2","18","2","2","1","","MSTR [29]","13.70","13.70","13.70","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{13.70}","PASS_CONTENT","48.33","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R18C03","2","18","3","3","1","","MSTR [29]","5.48","5.48","5.48","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{5.48}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R18C04","2","18","4","4","1","","MSTR [29]","7.83","7.83","7.83","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{7.83}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R18C05","2","18","5","5","1","","MSTR [29]","6.38","6.38","6.38","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{6.38}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R18C06","2","18","6","6","1","","MSTR [29]","86.32","86.32","86.32","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\textbf{\SGTGnum{86.32}}","PASS_CONTENT","86.32","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T02R18C07","2","18","7","7","1","","MSTR [29]","19.97","19.97","19.97","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{19.97}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R18C08","2","18","8","8","1","","MSTR [29]","32.43","32.43","32.43","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{32.43}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R18C09","2","18","9","9","1","","MSTR [29]","23.57","23.57","23.57","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{23.57}","PASS_CONTENT","55.22","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R18C10","2","18","10","10","1","","MSTR [29]","22.92","22.92","22.92","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{22.92}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R18C11","2","18","11","11","1","","MSTR [29]","9.28","9.28","9.28","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{9.28}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R18C12","2","18","12","12","1","","MSTR [29]","13.21","13.21","13.21","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{13.21}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R18C13","2","18","13","13","1","","MSTR [29]","9.65","9.65","9.65","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{9.65}","PASS_CONTENT","23.96","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R19C01","2","19","1","1","1","","MDST++ [30]","MDST++ [30]","MDST++ [30] TCSVT'25","MDST++ [30]","False","False","False","False","TCSVT'25","not_numeric","source/tables/table-02-main-results.tex","MDST++ \cite{li2025mdst} \SGTGvenue{TCSVT'25}","PASS_CONTENT","","","","",""
"T02R19C02","2","19","2","2","1","","MDST++ [30]","12.21","12.21","12.21","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{12.21}","PASS_CONTENT","48.33","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R19C03","2","19","3","3","1","","MDST++ [30]","8.38","8.38","8.38","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{8.38}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R19C04","2","19","4","4","1","","MDST++ [30]","9.94","9.94","9.94","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{9.94}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R19C05","2","19","5","5","1","","MDST++ [30]","10.32","10.32","10.32","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{10.32}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R19C06","2","19","6","6","1","","MDST++ [30]","65.32","65.32","65.32","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{65.32}","PASS_CONTENT","86.32","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R19C07","2","19","7","7","1","","MDST++ [30]","44.79","44.79","44.79","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{44.79}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R19C08","2","19","8","8","1","","MDST++ [30]","53.14","53.14","53.14","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{53.14}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R19C09","2","19","9","9","1","","MDST++ [30]","55.22","55.22","55.22","True","True","True","True","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\textbf{\SGTGnum{55.22}}","PASS_CONTENT","55.22","PASS","False","PASS_RENDERED_FONT","/OYZRQS+LMSans10-Bold"
"T02R19C10","2","19","10","10","1","","MDST++ [30]","27.53","27.53","27.53","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{27.53}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R19C11","2","19","11","11","1","","MDST++ [30]","10.72","10.72","10.72","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{10.72}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R19C12","2","19","12","12","1","","MDST++ [30]","15.43","15.43","15.43","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{15.43}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R19C13","2","19","13","13","1","","MDST++ [30]","13.12","13.12","13.12","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{13.12}","PASS_CONTENT","23.96","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C01","2","20","1","1","1","","SACMA [31]","SACMA [31]","SACMA [31] Inf. Fusion'26","SACMA [31]","False","False","False","False","Inf. Fusion'26","not_numeric","source/tables/table-02-main-results.tex","SACMA \cite{yang2026sacma} \SGTGvenue{Inf. Fusion'26}","PASS_CONTENT","","","","",""
"T02R20C02","2","20","2","2","1","","SACMA [31]","13.42","13.42","13.42","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{13.42}","PASS_CONTENT","48.33","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C03","2","20","3","3","1","","SACMA [31]","6.00","6.00","6.00","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{6.00}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C04","2","20","4","4","1","","SACMA [31]","8.29","8.29","8.29","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{8.29}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C05","2","20","5","5","1","","SACMA [31]","6.46","6.46","6.46","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{6.46}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C06","2","20","6","6","1","","SACMA [31]","60.15","60.15","60.15","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{60.15}","PASS_CONTENT","86.32","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C07","2","20","7","7","1","","SACMA [31]","27.46","27.46","27.46","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{27.46}","PASS_CONTENT","46.97","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C08","2","20","8","8","1","","SACMA [31]","37.71","37.71","37.71","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{37.71}","PASS_CONTENT","60.63","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C09","2","20","9","9","1","","SACMA [31]","29.07","29.07","29.07","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{29.07}","PASS_CONTENT","55.22","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C10","2","20","10","10","1","","SACMA [31]","17.12","17.12","17.12","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{17.12}","PASS_CONTENT","47.28","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C11","2","20","11","11","1","","SACMA [31]","7.32","7.32","7.32","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{7.32}","PASS_CONTENT","23.61","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C12","2","20","12","12","1","","SACMA [31]","10.25","10.25","10.25","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{10.25}","PASS_CONTENT","31.49","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R20C13","2","20","13","13","1","","SACMA [31]","7.52","7.52","7.52","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{7.52}","PASS_CONTENT","23.96","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R21C01","2","21","1","1","1","","SGPAN [32]","SGPAN [32]","SGPAN [32] ICASSP'26","SGPAN [32]","False","False","False","False","ICASSP'26","not_numeric","source/tables/table-02-main-results.tex","SGPAN \cite{ma2026sgpan} \SGTGvenue{ICASSP'26}","PASS_CONTENT","","","","",""
"T02R21C02","2","21","2","2","1","","SGPAN [32]","18.03","18.03","18.03","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{18.03}","PASS_CONTENT","48.33","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R21C03","2","21","3","3","1","","SGPAN [32]","5.68","5.68","5.68","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{5.68}","PASS_CONTENT","16.87","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R21C04","2","21","4","4","1","","SGPAN [32]","8.64","8.64","8.64","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{8.64}","PASS_CONTENT","22.78","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
"T02R21C05","2","21","5","5","1","","SGPAN [32]","6.87","6.87","6.87","True","True","False","False","","PASS_EXACT_RENDERED_STRING","source/tables/table-02-main-results.tex","\SGTGnum{6.87}","PASS_CONTENT","17.65","PASS","False","PASS_RENDERED_FONT","/OGRRSS+LMSans9-Regular"
